Codage,_id,actionType,creationDate,date,game_id,group_id,grpus_id,help,id,isWon,item_id,item_size,level_id,logType,message,mode_of_use,reason,resourceType,resourceTypeMoU,resource_id,resource_size,resource_title,rightsAgreements,user_id
,6267a0ce98c0f1a79ae3cf22,fillCupboard,,30/03/2015 13:05:45,17,5,5,,423,true,,,1,fillCupboard,,,,,,,/,,,
,6267a0ce98c0f1a79ae3cf25,tuto,,30/03/2015 13:06:00,17,5,5,,432,true,,,1,tuto,,,,,,,/,,,16
NC,6267a0ce98c0f1a79ae3cf28,chat,,30/03/2015 13:06:12,17,5,5,,442,true,,,1,chat,Bonjour les gens! :),,,,,,/,,,16
NC,6267a0ce98c0f1a79ae3cf2a,chat,,30/03/2015 13:06:21,17,5,5,,444,true,,,1,chat,salut greg = martin le plongeur,,,,,,/,,,17
,6267a0ce98c0f1a79ae3cf32,tuto,,30/03/2015 13:06:46,17,5,5,,452,true,,,1,tuto,,,,,,,/,,,17
NC,6267a0ce98c0f1a79ae3cf37,chat,,30/03/2015 13:06:58,17,5,5,,457,true,,,1,chat,joe = mathieu,,,,,,/,,,15
,6267a0ce98c0f1a79ae3cf3a,showItemCUPBOARD,1964,30/03/2015 13:07:12,17,5,5,,460,true,552,10 articles,1,showItemCUPBOARD,,,,journal,journal,119,/,Le Nouvel,"Droits d'auteur CFC",17
NC,6267a0ce98c0f1a79ae3cf3b,chat,,30/03/2015 13:07:12,17,5,5,,461,true,,,1,chat,"moi c'est Fridou mais Laura la serveuse, ça m'amuse au plus haut point",,,,,,/,,,16
,6267a0ce98c0f1a79ae3cf44,helpLink,,30/03/2015 13:07:41,17,5,5,Accès aide en ligne,470,true,,,1,helpLink,,,,,,,/,,,16
,6267a0ce98c0f1a79ae3cf4c,showItemCUPBOARD,2013,30/03/2015 13:08:13,17,5,5,,478,true,327,1,1,showItemCUPBOARD,,,,book,book,42,/419,La littéra,"Droits d'auteur CFC",16
,6267a0ce98c0f1a79ae3cf4f,showItemCUPBOARD,2013,30/03/2015 13:08:24,17,5,5,,481,true,270,4,1,showItemCUPBOARD,,,,book,book,19,/1 vol. (271 p.),En attenda,"Droits d'auteur",17
NC,6267a0ce98c0f1a79ae3cf51,chat,,30/03/2015 13:08:37,17,5,5,,483,true,,,1,chat,ALL YOUR BASE ARE BELONG TO US,,,,,,/,,,15
,6267a0ce98c0f1a79ae3cf56,addToFridge,2013,30/03/2015 13:08:53,17,5,5,,488,true,270,4,1,addToFridge,,assessments,"Sous droits d'auteur",book,bookassessments,19,/1 vol. (271 p.),En attenda,"Droits d'auteur",17
,6267a0ce98c0f1a79ae3cf59,showItemFRIDGE,2013,30/03/2015 13:09:05,17,5,5,,491,true,270,4,1,showItemFRIDGE,,assessments,"Sous droits d'auteur",book,bookassessments,19,/1 vol. (271 p.),En attenda,"Droits d'auteur",16
,6267a0ce98c0f1a79ae3cf61,addToFridge,1913,30/03/2015 13:09:23,17,5,5,,499,true,541,1 article,1,addToFridge,,assessments,"Sous droits d'auteur",journal,journalassessments,117,/,Science et,"Droits d'auteur",15
,6267a0ce98c0f1a79ae3cf63,showItemCUPBOARD,1639,30/03/2015 13:09:24,17,5,5,,501,true,147,7,1,showItemCUPBOARD,,,,book,book,3,/124 p.,"L'illusion",Domaine Public,16
,6267a0ce98c0f1a79ae3cf65,tuto,,30/03/2015 13:09:29,17,5,5,,503,true,,,1,tuto,,,,,,,/,,,17
,6267a0ce98c0f1a79ae3cf6a,helpLink,,30/03/2015 13:09:35,17,5,5,Accès aide en ligne,508,true,,,1,helpLink,,,,,,,/,,,17
OJ,6267a0ce98c0f1a79ae3cf71,chat,,30/03/2015 13:10:01,17,5,5,,515,true,,,1,chat,"oké donc c'est le moment où on discute de ce qu'on vient de mettre dans le frigo :/",,,,,,/,,,17
,6267a0ce98c0f1a79ae3cf73,addToFridge,1983,30/03/2015 13:10:06,17,5,5,,517,true,506,1 article,1,addToFridge,,printedCopies,"Sous droits d'auteur",journal,journalprintedCopies,108,/,The Washin,"Droits d'auteur",15
,6267a0ce98c0f1a79ae3cf74,addToFridge,1639,30/03/2015 13:10:07,17,5,5,,518,true,147,7,1,addToFridge,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,16
,6267a0ce98c0f1a79ae3cf79,showItemFRIDGE,1913,30/03/2015 13:10:12,17,5,5,,523,true,541,1 article,1,showItemFRIDGE,,assessments,"Sous droits d'auteur",journal,journalassessments,117,/,Science et,"Droits d'auteur",15
,6267a0ce98c0f1a79ae3cf7e,showItemFRIDGE,2013,30/03/2015 13:10:17,17,5,5,,528,true,270,4,1,showItemFRIDGE,,assessments,"Sous droits d'auteur",book,bookassessments,19,/1 vol. (271 p.),En attenda,"Droits d'auteur",17
,6267a0ce98c0f1a79ae3cf7f,showItemFRIDGE,1913,30/03/2015 13:10:24,17,5,5,,529,true,541,1 article,1,showItemFRIDGE,,assessments,"Sous droits d'auteur",journal,journalassessments,117,/,Science et,"Droits d'auteur",15
,6267a0ce98c0f1a79ae3cf81,helpLink,,30/03/2015 13:10:27,17,5,5,Accès aide en ligne,531,true,,,1,helpLink,,,,,,,/,,,17
,6267a0ce98c0f1a79ae3cf84,removeFromFridge,1913,30/03/2015 13:10:31,17,5,5,,534,true,541,1 article,1,removeFromFridge,,assessments,"Sous droits d'auteur",journal,journalassessments,117,/,Science et,"Droits d'auteur",15
,6267a0ce98c0f1a79ae3cf85,showItemFRIDGE,1983,30/03/2015 13:10:32,17,5,5,,535,true,506,1 article,1,showItemFRIDGE,,printedCopies,"Sous droits d'auteur",journal,journalprintedCopies,108,/,The Washin,"Droits d'auteur",16
,6267a0ce98c0f1a79ae3cf89,removeFromFridge,1983,30/03/2015 13:10:40,17,5,5,,539,true,506,1 article,1,removeFromFridge,,printedCopies,"Sous droits d'auteur",journal,journalprintedCopies,108,/,The Washin,"Droits d'auteur",15
OJ,6267a0ce98c0f1a79ae3cf8c,chat,,30/03/2015 13:10:51,17,5,5,,542,true,,,1,chat,pourquoi vous enlevez tout? :(,,,,,,/,,,16
OJ,6267a0ce98c0f1a79ae3cf8e,chat,,30/03/2015 13:10:52,17,5,5,,544,true,,,1,chat,on tente de lui donner un truc au hasard ?,,,,,,/,,,17
,6267a0ce98c0f1a79ae3cf90,showItemFRIDGE,2013,30/03/2015 13:10:57,17,5,5,,546,true,270,4,1,showItemFRIDGE,,assessments,"Sous droits d'auteur",book,bookassessments,19,/1 vol. (271 p.),En attenda,"Droits d'auteur",16
,6267a0ce98c0f1a79ae3cf98,addToFridge,,30/03/2015 13:11:13,17,5,5,,554,true,529,intégrale,1,addToFridge,,printedCopies,,journal,journalprintedCopies,113,/,Le Figaro,Domaine public,15
Q,6267a0ce98c0f1a79ae3cf9d,chat,,30/03/2015 13:11:27,17,5,5,,559,true,,,1,chat,"Bon l'illusion comique on est d'accord que c'est libre de droits,",,,,,,/,,,16
,6267a0ce98c0f1a79ae3cfa0,showItemFRIDGE,1639,30/03/2015 13:11:32,17,5,5,,562,true,147,7,1,showItemFRIDGE,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,17
Q,6267a0ce98c0f1a79ae3cfa1,chat,,30/03/2015 13:11:32,17,5,5,,563,true,,,1,chat,"donc qu'on peut le photocopier?",,,,,,/,,,16
,6267a0ce98c0f1a79ae3cfa4,showItemFRIDGE,,30/03/2015 13:11:36,17,5,5,,566,true,529,intégrale,1,showItemFRIDGE,,printedCopies,,journal,journalprintedCopies,113,/,Le Figaro,Domaine public,16
,6267a0ce98c0f1a79ae3cfa7,helpLink,,30/03/2015 13:11:44,17,5,5,Accès aide en ligne,569,true,,,1,helpLink,,,,,,,/,,,16
,6267a0ce98c0f1a79ae3cfa9,helpLink,,30/03/2015 13:11:49,17,5,5,Accès aide en ligne,571,true,,,1,helpLink,,,,,,,/,,,15
O,6267a0ce98c0f1a79ae3cfac,chat,,30/03/2015 13:11:52,17,5,5,,574,true,,,1,chat,oui ?,,,,,,/,,,17
O,6267a0ce98c0f1a79ae3cfae,chat,,30/03/2015 13:11:58,17,5,5,,576,true,,,1,chat,"(j'en sais rien)",,,,,,/,,,17
,6267a0ce98c0f1a79ae3cfaf,HelpLink,,30/03/2015 13:12:02,17,5,5,"Synthèse exception pédagogique - Livres, Périodiqu",577,true,,,1,HelpLink,,,,,,,/,,,16
,6267a0ce98c0f1a79ae3cfb0,showItemFRIDGE,1639,30/03/2015 13:12:02,17,5,5,,578,true,147,7,1,showItemFRIDGE,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,17
,6267a0ce98c0f1a79ae3cfba,HelpLink,,30/03/2015 13:12:27,17,5,5,"Synthèse exception pédagogique - Livres, Périodiqu",588,true,,,1,HelpLink,,,,,,,/,,,15
O,6267a0ce98c0f1a79ae3cfc1,chat,,30/03/2015 13:12:45,17,5,5,,595,true,,,1,chat,"allez on lui donne L'illusion Comique on verra bien !",,,,,,/,,,17
,6267a0ce98c0f1a79ae3cfc3,showItemFRIDGE,1639,30/03/2015 13:12:49,17,5,5,,597,true,147,7,1,showItemFRIDGE,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,17
OJ,6267a0ce98c0f1a79ae3cfc4,chat,,30/03/2015 13:12:49,17,5,5,,598,true,,,1,chat,ça part,,,,,,/,,,16
,6267a0ce98c0f1a79ae3cfc6,feedTamagoGood,1639,30/03/2015 13:12:54,17,5,5,,600,true,147,7,1,feedTamago,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,16
OJ,6267a0ce98c0f1a79ae3cfcd,chat,,30/03/2015 13:13:04,17,5,5,,607,true,,,1,chat,"il a dit ""aaah, yumm yumm""",,,,,,/,,,16
,6267a0ce98c0f1a79ae3cfcf,showItemCUPBOARD,2013,30/03/2015 13:13:10,17,5,5,,609,true,304,3,1,showItemCUPBOARD,,,,book,book,34,/192,La laicité,"Droits d'auteur CFC",16
,6267a0ce98c0f1a79ae3cfd3,addToFridge,1639,30/03/2015 13:13:14,17,5,5,,613,true,144,intégrale,1,addToFridge,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,15
NC,6267a0ce98c0f1a79ae3cfd5,chat,,30/03/2015 13:13:17,17,5,5,,615,true,,,1,chat,ouais ça gère !,,,,,,/,,,17
,6267a0ce98c0f1a79ae3cfd7,showItemFRIDGE,1639,30/03/2015 13:13:20,17,5,5,,617,true,144,intégrale,1,showItemFRIDGE,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,17
,6267a0ce98c0f1a79ae3cfda,showItemFRIDGE,1639,30/03/2015 13:13:26,17,5,5,,620,true,144,intégrale,1,showItemFRIDGE,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,17
,6267a0ce98c0f1a79ae3cfdd,showItemCUPBOARD,2013,30/03/2015 13:13:31,17,5,5,,623,true,370,intégrale,1,showItemCUPBOARD,,,,book,book,48,/1 vol. (119 p.),"À l'aveugl","Droits d'auteur",16
Q,6267a0ce98c0f1a79ae3cfe1,chat,,30/03/2015 13:13:38,17,5,5,,627,true,,,1,chat,"y'a un deuxième illusion comique, on tente ?",,,,,,/,,,15
,6267a0ce98c0f1a79ae3cfe3,showItemCUPBOARD,1913,30/03/2015 13:13:38,17,5,5,,629,true,339,4,1,showItemCUPBOARD,,,,book,book,43,/,Le Grand M,Domaine Public,16
,6267a0ce98c0f1a79ae3cfe7,showItemFRIDGE,1639,30/03/2015 13:13:45,17,5,5,,633,true,144,intégrale,1,showItemFRIDGE,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,17
,6267a0ce98c0f1a79ae3cfeb,addToFridge,1913,30/03/2015 13:13:49,17,5,5,,637,true,339,4,1,addToFridge,,printedCopies,,book,bookprintedCopies,43,/,Le Grand M,Domaine Public,16
O,6267a0ce98c0f1a79ae3cff0,chat,,30/03/2015 13:13:53,17,5,5,,642,true,,,1,chat,vas-y,,,,,,/,,,17
O,6267a0ce98c0f1a79ae3cff1,chat,,30/03/2015 13:13:56,17,5,5,,643,true,,,1,chat,vérifie la date,,,,,,/,,,16
,6267a0ce98c0f1a79ae3cff2,showItemFRIDGE,1639,30/03/2015 13:13:59,17,5,5,,644,true,144,intégrale,1,showItemFRIDGE,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,16
,6267a0ce98c0f1a79ae3cff5,showItemFRIDGE,1639,30/03/2015 13:14:03,17,5,5,,647,true,144,intégrale,1,showItemFRIDGE,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,15
O,6267a0ce98c0f1a79ae3cffc,chat,,30/03/2015 13:14:15,17,5,5,,654,true,,,1,chat,"pas qu'un crétin se soit amusé d'imiter Coco",,,,,,/,,,16
,6267a0ce98c0f1a79ae3cfff,showItemFRIDGE,1639,30/03/2015 13:14:20,17,5,5,,657,true,144,intégrale,1,showItemFRIDGE,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,17
,6267a0ce98c0f1a79ae3d004,showItemCUPBOARD,1913,30/03/2015 13:14:29,17,5,5,,662,true,335,intégrale,1,showItemCUPBOARD,,,,book,book,43,/,Le Grand M,Domaine Public,16
H,6267a0ce98c0f1a79ae3d007,chat,,30/03/2015 13:14:32,17,5,5,,665,true,,,1,chat,détenteur des droits 1639,,,,,,/,,,15
,6267a0ce98c0f1a79ae3d00a,showItemFRIDGE,1639,30/03/2015 13:14:36,17,5,5,,668,true,144,intégrale,1,showItemFRIDGE,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,15
,6267a0ce98c0f1a79ae3d00b,addToFridge,1913,30/03/2015 13:14:38,17,5,5,,669,true,335,intégrale,1,addToFridge,,printedCopies,,book,bookprintedCopies,43,/,Le Grand M,Domaine Public,16
,6267a0ce98c0f1a79ae3d00c,showItemFRIDGE,1913,30/03/2015 13:14:40,17,5,5,,670,true,335,intégrale,1,showItemFRIDGE,,printedCopies,,book,bookprintedCopies,43,/,Le Grand M,Domaine Public,16
H,6267a0ce98c0f1a79ae3d011,chat,,30/03/2015 13:14:49,17,5,5,,675,true,,,1,chat,ça devrait passer,,,,,,/,,,15
,6267a0ce98c0f1a79ae3d013,helpLink,,30/03/2015 13:14:52,17,5,5,Accès aide en ligne,677,true,,,1,helpLink,,,,,,,/,,,15
O,6267a0ce98c0f1a79ae3d015,chat,,30/03/2015 13:14:59,17,5,5,,679,true,,,1,chat,^^ il doit être mort depuis,,,,,,/,,,16
O,6267a0ce98c0f1a79ae3d019,chat,,30/03/2015 13:15:05,17,5,5,,683,true,,,1,chat,Pareil pour le Grand Meaulnes non?,,,,,,/,,,16
,6267a0ce98c0f1a79ae3d01a,feedTamagoGood,1639,30/03/2015 13:15:07,17,5,5,,684,true,144,intégrale,1,feedTamago,,printedCopies,,book,bookprintedCopies,3,/124 p.,"L'illusion",Domaine Public,15
O,6267a0ce98c0f1a79ae3d01d,chat,,30/03/2015 13:15:15,17,5,5,,687,true,,,1,chat,ouais oareil,,,,,,/,,,17
,6267a0ce98c0f1a79ae3d01e,feedTamagoGood,1913,30/03/2015 13:15:18,17,5,5,,688,true,339,4,1,feedTamago,,printedCopies,,book,bookprintedCopies,43,/,Le Grand M,Domaine Public,16
O,6267a0ce98c0f1a79ae3d01f,chat,,30/03/2015 13:15:18,17,5,5,,689,true,,,1,chat,*pareil,,,,,,/,,,17
,6267a0ce98c0f1a79ae3d021,feedTamagoGood,1913,30/03/2015 13:15:20,17,5,5,,691,true,335,intégrale,1,feedTamago,,printedCopies,,book,bookprintedCopies,43,/,Le Grand M,Domaine Public,16
,6267a0ce98c0f1a79ae3d024,showItemFRIDGE,2013,30/03/2015 13:15:26,17,5,5,,694,true,270,4,1,showItemFRIDGE,,assessments,"Sous droits d'auteur",book,bookassessments,19,/1 vol. (271 p.),En attenda,"Droits d'auteur",17
,6267a0ce98c0f1a79ae3d02a,showItemCUPBOARD,1964,30/03/2015 13:15:43,17,5,5,,700,true,547,1 article,1,showItemCUPBOARD,,,,journal,journal,119,/,Le Nouvel,"Droits d'auteur CFC",16
,6267a0ce98c0f1a79ae3d02f,helpLink,,30/03/2015 13:15:52,17,5,5,Accès aide en ligne,705,true,,,1,helpLink,,,,,,,/,,,16
,6267a0ce98c0f1a79ae3d031,HelpLink,,30/03/2015 13:15:59,17,5,5,"Centre Français d'exploitation du droit de Copie (",707,true,,,1,HelpLink,,,,,,,/,,,16
,6267a0ce98c0f1a79ae3d034,showItemFRIDGE,2013,30/03/2015 13:16:05,17,5,5,,710,true,270,4,1,showItemFRIDGE,,assessments,"Sous droits d'auteur",book,bookassessments,19,/1 vol. (271 p.),En attenda,"Droits d'auteur",17
,6267a0ce98c0f1a79ae3d03e,addToFridge,1913,30/03/2015 13:16:37,17,5,5,,720,true,541,1 article,1,addToFridge,,oral,,journal,journaloral,117,/,Science et,"Droits d'auteur",17
,6267a0ce98c0f1a79ae3d03f,showItemFRIDGE,2013,30/03/2015 13:16:42,17,5,5,,721,true,270,4,1,showItemFRIDGE,,assessments,"Sous droits d'auteur",book,bookassessments,19,/1 vol. (271 p.),En attenda,"Droits d'auteur",17
,6267a0ce98c0f1a79ae3d043,helpLink,,30/03/2015 13:16:55,17,5,5,Accès aide en ligne,725,true,,,1,helpLink,,,,,,,/,,,17
,6267a0ce98c0f1a79ae3d049,showItemFRIDGE,1913,30/03/2015 13:17:03,17,5,5,,731,true,541,1 article,1,showItemFRIDGE,,oral,,journal,journaloral,117,/,Science et,"Droits d'auteur",17
,6267a0ce98c0f1a79ae3d04c,showItemFRIDGE,,30/03/2015 13:17:10,17,5,5,,734,true,529,intégrale,1,showItemFRIDGE,,printedCopies,,journal,journalprintedCopies,113,/,Le Figaro,Domaine public,15
,6267a0ce98c0f1a79ae3d050,addToFridge,1898,30/03/2015 13:17:21,17,5,5,,738,true,520,2 articles,1,addToFridge,,projection,,journal,journalprojection,111,/,Journal de,Domaine public,17
,6267a0ce98c0f1a79ae3d051,showItemFRIDGE,,30/03/2015 13:17:23,17,5,5,,739,true,529,intégrale,1,showItemFRIDGE,,printedCopies,,journal,journalprintedCopies,113,/,Le Figaro,Domaine public,17
,6267a0ce98c0f1a79ae3d057,showItemFRIDGE,,30/03/2015 13:17:29,17,5,5,,745,true,529,intégrale,1,showItemFRIDGE,,printedCopies,,journal,journalprintedCopies,113,/,Le Figaro,Domaine public,17
Q,6267a0ce98c0f1a79ae3d05d,chat,,30/03/2015 13:17:38,17,5,5,,752,true,,,1,chat,je tente le figaro ?,,,,,,/,,,15
,6267a0ce98c0f1a79ae3d05f,showItemFRIDGE,,30/03/2015 13:17:40,17,5,5,,755,true,529,intégrale,1,showItemFRIDGE,,printedCopies,,journal,journalprintedCopies,113,/,Le Figaro,Domaine public,15
,6267a0ce98c0f1a79ae3d061,showItemFRIDGE,,30/03/2015 13:17:47,17,5,5,,757,true,529,intégrale,1,showItemFRIDGE,,printedCopies,,journal,journalprintedCopies,113,/,Le Figaro,Domaine public,16
