Codage,_id,actionType,creationDate,date,game_id,group_id,grpus_id,help,id,isWon,item_id,item_size,level_id,logType,message,mode_of_use,reason,resourceType,resourceTypeMoU,resource_id,resource_size,resource_title,rightsAgreements,user_id
,6267a0d198c0f1a79ae42600,fillCupboard,,08/04/2015 15:03:35,607,80,80,,25344,true,,,1,fillCupboard,,,,,,,/,,,
NC,6267a0d198c0f1a79ae42603,chat,,08/04/2015 15:03:55,607,80,80,,25357,true,,,1,chat,bonjour à tous,,,,,,/,,,209
NC,6267a0d198c0f1a79ae42607,chat,,08/04/2015 15:04:02,607,80,80,,25361,true,,,1,chat,salut,,,,,,/,,,210
,6267a0d198c0f1a79ae4260c,addToFridge,,08/04/2015 15:04:28,607,80,80,,25372,true,531,1 article,1,addToFridge,,printedCopies,,journal,journalprintedCopies,113,/,Le Figaro,Domaine public,210
NC,6267a0d198c0f1a79ae4260d,chat,,08/04/2015 15:04:30,607,80,80,,25373,true,,,1,chat,"bon ben c'est bien qu'est-ce qu'on fait maintenant?",,,,,,/,,,209
,6267a0d198c0f1a79ae4261b,addToFridge,,08/04/2015 15:05:12,607,80,80,,25407,true,534,3 articles,1,addToFridge,,printedCopies,,journal,journalprintedCopies,113,/,Le Figaro,Domaine public,210
NC,6267a0d198c0f1a79ae4261c,chat,,08/04/2015 15:05:13,607,80,80,,25408,true,,,1,chat,salut!,,,,,,/,,,208
,6267a0d198c0f1a79ae4261d,addToFridge,1997,08/04/2015 15:05:13,607,80,80,,25409,true,501,1 article,1,addToFridge,,printedCopies,,journal,journalprintedCopies,107,/,"L'Humanité","Droits d'auteur CFC",209
,6267a0d198c0f1a79ae42620,feedTamagoGood,,08/04/2015 15:05:16,607,80,80,,25415,true,534,3 articles,1,feedTamago,,printedCopies,,journal,journalprintedCopies,113,/,Le Figaro,Domaine public,210
,6267a0d198c0f1a79ae42626,addToFridge,1967,08/04/2015 15:05:26,607,80,80,,25421,true,478,3 articles,1,addToFridge,,assessments,"Sous droits d'auteur",journal,journalassessments,103,/,Revue fran,"Droits d'auteur",210
,6267a0d198c0f1a79ae4262b,feedTamagoBad,1967,08/04/2015 15:05:30,607,80,80,,25426,true,478,3 articles,1,feedTamago,,assessments,"Sous droits d'auteur",journal,journalassessments,103,/,Revue fran,"Droits d'auteur",210
,6267a0d198c0f1a79ae42631,addToFridge,1637,08/04/2015 15:05:35,607,80,80,,25432,true,340,intégrale,1,addToFridge,,oral,,book,bookoral,44,/,Discours d,Domaine Public,209
,6267a0d198c0f1a79ae42636,addToFridge,2012,08/04/2015 15:05:41,607,80,80,,25437,true,363,7,1,addToFridge,,printedCopies,,book,bookprintedCopies,47,/25p,Exercices,Creative Commons,210
,6267a0d198c0f1a79ae42639,feedTamagoGood,2012,08/04/2015 15:05:45,607,80,80,,25440,true,363,7,1,feedTamago,,printedCopies,,book,bookprintedCopies,47,/25p,Exercices,Creative Commons,210
,6267a0d198c0f1a79ae4264f,addToFridge,2013,08/04/2015 15:06:05,607,80,80,,25462,true,311,9,1,addToFridge,,oral,,book,bookoral,35,"/1 vol., (367 p.)","L'instrume","Droits d'auteur",210
,6267a0d198c0f1a79ae42652,feedTamagoGood,2013,08/04/2015 15:06:09,607,80,80,,25465,true,311,9,1,feedTamago,,oral,,book,bookoral,35,"/1 vol., (367 p.)","L'instrume","Droits d'auteur",210
,6267a0d198c0f1a79ae4265d,showItemCUPBOARD,2013,08/04/2015 15:06:17,607,80,80,,25476,true,470,1 article,1,showItemCUPBOARD,,,,journal,journal,102,/,"Histoire,","Droits d'auteur",209
,6267a0d198c0f1a79ae42673,addToFridge,1997,08/04/2015 15:06:39,607,80,80,,25498,true,499,1 article,1,addToFridge,,assessments,,journal,journalassessments,107,/,"L'Humanité","Droits d'auteur CFC",210
,6267a0d198c0f1a79ae42675,removeFromFridge,1997,08/04/2015 15:06:44,607,80,80,,25500,true,499,1 article,1,removeFromFridge,,assessments,,journal,journalassessments,107,/,"L'Humanité","Droits d'auteur CFC",210
,6267a0d198c0f1a79ae42684,addToFridge,2013,08/04/2015 15:06:55,607,80,80,,25515,true,310,9,1,addToFridge,,oral,,book,bookoral,35,"/1 vol., (367 p.)","L'instrume","Droits d'auteur",210
,6267a0d198c0f1a79ae42685,feedTamagoGood,2013,08/04/2015 15:06:57,607,80,80,,25516,true,310,9,1,feedTamago,,oral,,book,bookoral,35,"/1 vol., (367 p.)","L'instrume","Droits d'auteur",210
,6267a0d198c0f1a79ae42693,addToFridge,1898,08/04/2015 15:07:12,607,80,80,,25530,true,520,2 articles,1,addToFridge,,assessments,,journal,journalassessments,111,/,Journal de,Domaine public,210
,6267a0d198c0f1a79ae42696,feedTamagoGood,1898,08/04/2015 15:07:14,607,80,80,,25533,true,520,2 articles,1,feedTamago,,assessments,,journal,journalassessments,111,/,Journal de,Domaine public,210
,6267a0d198c0f1a79ae42698,fillCupboard,,08/04/2015 15:07:14,615,80,80,,25535,true,,,2,fillCupboard,,,,,,,/,,,
,6267a0d198c0f1a79ae426af,addToFridge,2013,08/04/2015 15:07:35,615,80,80,,25558,true,384,35 min,2,addToFridge,,projection,"Non couvert par l'accord",sound,soundprojection,303,120 m/,"Chefs d'oe","Droits d'auteur",210
,6267a0d198c0f1a79ae426b1,feedTamagoBad,2013,08/04/2015 15:07:37,615,80,80,,25560,true,384,35 min,2,feedTamago,,projection,"Non couvert par l'accord",sound,soundprojection,303,120 m/,"Chefs d'oe","Droits d'auteur",210
,6267a0d198c0f1a79ae426bc,addToFridge,1944,08/04/2015 15:07:45,615,80,80,,25571,true,561,1 article,2,addToFridge,,printedCopies,,journal,journalprintedCopies,121,/,Le Monde,"Droits d'auteur CFC",210
,6267a0d198c0f1a79ae426bf,showItemCUPBOARD,2013,08/04/2015 15:07:46,615,80,80,,25574,true,383,15 s,2,showItemCUPBOARD,,,,sound,sound,303,120 m/,"Chefs d'oe","Droits d'auteur",209
,6267a0d198c0f1a79ae426c3,feedTamagoGood,1944,08/04/2015 15:07:49,615,80,80,,25578,true,561,1 article,2,feedTamago,,printedCopies,,journal,journalprintedCopies,121,/,Le Monde,"Droits d'auteur CFC",210
,6267a0d198c0f1a79ae426d8,addToFridge,1944,08/04/2015 15:08:01,615,80,80,,25599,true,562,3 articles,2,addToFridge,,photocopy,,journal,journalphotocopy,121,/,Le Monde,"Droits d'auteur CFC",210
