id;date;logtype;actiontype;groupid;user_id;grpusid;parangon;paranon;resourcetypemou;code;message;codage_chat_message;help;resource_id;item_id;resourcetype;mode_of_use;resource_title;creationdate;rightsagreements;resource_size;item_size;reason;game_id;level_id;iswon
30753;08/04/14 09:05:41;showItemCupboard;showItemCupboard;103;229;103229;p4_103229;O;book;;;_;;41;318;book;;A l'ecole des stereotypes Comprendre et deconstruire;2013;Droits d'auteur;/1 vol. (230 p.);13;;1039;1;1
30770;08/04/14 09:06:18;addToFridge;addToFridge;103;229;103229;p4_103229;O;bookoral;;;_;;35;311;book;oral;L'instrument de musique une etude philosophique;2013;Droits d'auteur;/1 vol., (367 p.);9;;1039;1;1
30772;08/04/14 09:06:23;showItemCupboard;showItemCupboard;103;229;103229;p4_103229;O;book;;;_;;41;318;book;;A l'ecole des stereotypes Comprendre et deconstruire;2013;Droits d'auteur;/1 vol. (230 p.);13;;1039;1;1
30788;08/04/14 09:06:47;addToFridge;addToFridge;103;229;103229;p4_103229;O;bookoral;;;_;;41;318;book;oral;A l'ecole des stereotypes Comprendre et deconstruire;2013;Droits d'auteur;/1 vol. (230 p.);13;;1039;1;1
30803;08/04/14 09:07:19;addToFridge;addToFridge;103;229;103229;p4_103229;O;bookoral;;;_;;18;264;book;oral;Giotto et les humanistes la decouverte de la composition en peinture 1340-1450;2013;Droits d'auteur;/1 vol. (277 p.);12;;1039;1;1
30808;08/04/14 09:07:24;feedTamago;feedTamagoGood;103;229;103229;p4_103229;O;bookoral;;;_;;18;264;book;oral;Giotto et les humanistes la decouverte de la composition en peinture 1340-1450;2013;Droits d'auteur;/1 vol. (277 p.);12;;1039;1;1
30811;08/04/14 09:07:34;addToFridge;addToFridge;103;229;103229;p4_103229;O;bookoral;;;_;;19;270;book;oral;En attendant la vague roman;2013;Droits d'auteur;/1 vol. (271 p.);4;;1039;1;1
30815;08/04/14 09:07:38;feedTamago;feedTamagoGood;103;229;103229;p4_103229;O;bookoral;;;_;;41;318;book;oral;A l'ecole des stereotypes Comprendre et deconstruire;2013;Droits d'auteur;/1 vol. (230 p.);13;;1039;1;1
30818;08/04/14 09:07:42;feedTamago;feedTamagoGood;103;229;103229;p4_103229;O;bookoral;;;_;;35;311;book;oral;L'instrument de musique une etude philosophique;2013;Droits d'auteur;/1 vol., (367 p.);9;;1039;1;1
30824;08/04/14 09:07:51;feedTamago;feedTamagoGood;103;229;103229;p4_103229;O;bookoral;;;_;;19;270;book;oral;En attendant la vague roman;2013;Droits d'auteur;/1 vol. (271 p.);4;;1039;1;1
30836;08/04/14 09:08:06;addToFridge;addToFridge;103;229;103229;p4_103229;O;journalassessments;;;_;;105;491;journal;assessments;20 minutes;2005;Droits d'auteur;/;3 articles;Sous droits d'auteur;1045;2;0
30840;08/04/14 09:08:09;feedTamago;feedTamagoBad;103;229;103229;p4_103229;O;journalassessments;;;_;;105;491;journal;assessments;20 minutes;2005;Droits d'auteur;/;3 articles;Sous droits d'auteur;1045;2;0
30848;08/04/14 09:08:19;addToFridge;addToFridge;103;229;103229;p4_103229;O;bookphotocopy;;;_;;35;310;book;photocopy;L'instrument de musique une etude philosophique;2013;Droits d'auteur;/1 vol., (367 p.);9;;1045;2;0
30851;08/04/14 09:08:21;feedTamago;feedTamagoGood;103;229;103229;p4_103229;O;bookphotocopy;;;_;;35;310;book;photocopy;L'instrument de musique une etude philosophique;2013;Droits d'auteur;/1 vol., (367 p.);9;;1045;2;0
30854;08/04/14 09:08:29;addToFridge;addToFridge;103;229;103229;p4_103229;O;bookassessments;;;_;;47;365;book;assessments;Exercices de Mathematiques pour ma classe de 2nd;2012;Creative Commons;/25p;1;;1045;2;0
30856;08/04/14 09:08:31;feedTamago;feedTamagoGood;103;229;103229;p4_103229;O;bookassessments;;;_;;47;365;book;assessments;Exercices de Mathematiques pour ma classe de 2nd;2012;Creative Commons;/25p;1;;1045;2;0
30863;08/04/14 09:08:38;addToFridge;addToFridge;103;229;103229;p4_103229;O;soundprojection;;;_;;303;384;sound;projection;Chefs d'oeuvre et decouvertes;2013;Droits d'auteur;120 m/;35 min;Non couvert par l'accord;1045;2;0
30865;08/04/14 09:08:40;feedTamago;feedTamagoBad;103;229;103229;p4_103229;O;soundprojection;;;_;;303;384;sound;projection;Chefs d'oeuvre et decouvertes;2013;Droits d'auteur;120 m/;35 min;Non couvert par l'accord;1045;2;0
30870;08/04/14 09:08:49;addToFridge;addToFridge;103;229;103229;p4_103229;O;journalprintedCopies;;;_;;113;530;journal;printedCopies;Le Figaro collection 1826-1935;;Domaine public;/;integrale;;1045;2;0
30871;08/04/14 09:08:51;feedTamago;feedTamagoGood;103;229;103229;p4_103229;O;journalprintedCopies;;;_;;113;530;journal;printedCopies;Le Figaro collection 1826-1935;;Domaine public;/;integrale;;1045;2;0
30877;08/04/14 09:08:57;addToFridge;addToFridge;103;229;103229;p4_103229;O;journalprintedCopies;;;_;;121;564;journal;printedCopies;Le Monde;1944;Droits d'auteur CFC;/;3 articles;Non couvert par l'accord;1045;2;0
