id;date;logtype;actiontype;groupid;user_id;grpusid;parangon;paranon;resourcetypemou;code;message;codage_chat_message;help;resource_id;item_id;resourcetype;mode_of_use;resource_title;creationdate;rightsagreements;resource_size;item_size;reason;game_id;level_id;iswon
14155;31/03/14 13:06:11;showItemCupboard;showItemCupboard;49;84;4984;p2_4984;O;journal;;;_;;107;503;journal;;L'Humanite hebdo;1997;Droits d'auteur;/;4 articles;;540;1;1
14158;31/03/14 13:06:36;chat;chat;49;84;4984;p2_4984;O;;NC;salut c'est moi;NC_salut c'est moi;;;;;;;;;/;;;540;1;1
14161;31/03/14 13:06:47;chat;chat;49;84;4984;p2_4984;O;;NC;yosh;NC_yosh;;;;;;;;;/;;;540;1;1
14166;31/03/14 13:07:53;showItemCupboard;showItemCupboard;49;84;4984;p2_4984;O;book;;;_;;41;318;book;;A l'ecole des stereotypes Comprendre et deconstruire;2013;Droits d'auteur;/1 vol. (230 p.);13;;540;1;1
14169;31/03/14 13:08:33;addToFridge;addToFridge;49;84;4984;p2_4984;O;bookprojection;;;_;;41;318;book;projection;A l'ecole des stereotypes Comprendre et deconstruire;2013;Droits d'auteur;/1 vol. (230 p.);13;Sous droits d'auteur;540;1;1
14171;31/03/14 13:08:45;feedTamago;feedTamagoBad;49;84;4984;p2_4984;O;bookprojection;;;_;;41;318;book;projection;A l'ecole des stereotypes Comprendre et deconstruire;2013;Droits d'auteur;/1 vol. (230 p.);13;Sous droits d'auteur;540;1;1
14176;31/03/14 13:09:16;showItemCupboard;showItemCupboard;49;84;4984;p2_4984;O;book;;;_;;35;311;book;;L'instrument de musique une etude philosophique;2013;Droits d'auteur;/1 vol., (367 p.);9;;540;1;1
14181;31/03/14 13:09:36;showItemCupboard;showItemCupboard;49;84;4984;p2_4984;O;journal;;;_;;111;520;journal;;Journal de l'enseignement;1898;Domaine public;/;2 articles;;540;1;1
14183;31/03/14 13:09:55;help;help;49;84;4984;p2_4984;O;;;;_;Acces aide en ligne;;;;;;;;/;;;540;1;1
14193;31/03/14 13:11:37;addToFridge;addToFridge;49;84;4984;p2_4984;O;bookprintedCopies;;;_;;47;360;book;printedCopies;Exercices de Mathematiques pour ma classe de 2nd;2012;Creative Commons;/25p;24;;540;1;1
14194;31/03/14 13:11:44;feedTamago;feedTamagoGood;49;84;4984;p2_4984;O;bookprintedCopies;;;_;;47;360;book;printedCopies;Exercices de Mathematiques pour ma classe de 2nd;2012;Creative Commons;/25p;24;;540;1;1
14199;31/03/14 13:12:07;showItemCupboard;showItemCupboard;49;84;4984;p2_4984;O;book;;;_;;47;363;book;;Exercices de Mathematiques pour ma classe de 2nd;2012;Creative Commons;/25p;7;;540;1;1
14204;31/03/14 13:12:34;tuto;tuto;49;84;4984;p2_4984;O;;;;_;;;;;;;;;/;;;540;1;1
14209;31/03/14 13:12:50;showItem;showItemTAMAGO;49;84;4984;p2_4984;O;bookprojection;;;_;;41;318;book;projection;A l'ecole des stereotypes Comprendre et deconstruire;2013;Droits d'auteur;/1 vol. (230 p.);13;Sous droits d'auteur;540;1;1
