id;date;logtype;actiontype;groupid;user_id;grpusid;parangon;paranon;resourcetypemou;code;message;codage_chat_message;help;resource_id;item_id;resourcetype;mode_of_use;resource_title;creationdate;rightsagreements;resource_size;item_size;reason;game_id;level_id;iswon
33584;08/04/14 15:05:44;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;book;;;_;;34;305;book;;La laicite nouveaux regard sur l'Antiquite et le Moyen Age;2013;Droits d'auteur;/1 vol. (192 p.);3;;1140;1;1
33594;08/04/14 15:06:14;addToFridge;addToFridge;114;251;114251;p3_114251;O;bookprintedCopies;;;_;;34;305;book;printedCopies;La laicite nouveaux regard sur l'Antiquite et le Moyen Age;2013;Droits d'auteur;/1 vol. (192 p.);3;Sous droits d'auteur;1140;1;1
33605;08/04/14 15:06:34;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;book;;;_;;41;325;book;;A l'ecole des stereotypes Comprendre et deconstruire;2013;Droits d'auteur;/1 vol. (230 p.);25;;1140;1;1
33617;08/04/14 15:07:00;addToFridge;addToFridge;114;251;114251;p3_114251;O;bookoral;;;_;;41;325;book;oral;A l'ecole des stereotypes Comprendre et deconstruire;2013;Droits d'auteur;/1 vol. (230 p.);25;;1140;1;1
33621;08/04/14 15:07:08;feedTamago;feedTamagoBad;114;251;114251;p3_114251;O;bookprintedCopies;;;_;;34;305;book;printedCopies;La laicite nouveaux regard sur l'Antiquite et le Moyen Age;2013;Droits d'auteur;/1 vol. (192 p.);3;Sous droits d'auteur;1140;1;1
33627;08/04/14 15:07:23;showItem;showItemSTOMACH;114;251;114251;p3_114251;O;bookprintedCopies;;;_;;34;305;book;printedCopies;La laicite nouveaux regard sur l'Antiquite et le Moyen Age;2013;Droits d'auteur;/1 vol. (192 p.);3;Sous droits d'auteur;1140;1;1
33636;08/04/14 15:07:45;feedTamago;feedTamagoGood;114;251;114251;p3_114251;O;bookoral;;;_;;41;325;book;oral;A l'ecole des stereotypes Comprendre et deconstruire;2013;Droits d'auteur;/1 vol. (230 p.);25;;1140;1;1
33644;08/04/14 15:08:08;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;book;;;_;;3;149;book;;L'illusion comique : comedie;1639;Domaine Public;/124 p.;4;;1140;1;1
33653;08/04/14 15:08:32;addToFridge;addToFridge;114;251;114251;p3_114251;O;bookprintedCopies;;;_;;3;149;book;printedCopies;L'illusion comique : comedie;1639;Domaine Public;/124 p.;4;;1140;1;1
33657;08/04/14 15:08:38;feedTamago;feedTamagoGood;114;251;114251;p3_114251;O;bookprintedCopies;;;_;;3;149;book;printedCopies;L'illusion comique : comedie;1639;Domaine Public;/124 p.;4;;1140;1;1
33681;08/04/14 15:09:23;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;book;;;_;;47;365;book;;Exercices de Mathematiques pour ma classe de 2nd;2012;Creative Commons;/25p;1;;1143;2;1
33699;08/04/14 15:09:51;addToFridge;addToFridge;114;251;114251;p3_114251;O;bookprintedCopies;;;_;;47;365;book;printedCopies;Exercices de Mathematiques pour ma classe de 2nd;2012;Creative Commons;/25p;1;;1143;2;1
33709;08/04/14 15:10:06;feedTamago;feedTamagoGood;114;251;114251;p3_114251;O;bookprintedCopies;;;_;;47;365;book;printedCopies;Exercices de Mathematiques pour ma classe de 2nd;2012;Creative Commons;/25p;1;;1143;2;1
33720;08/04/14 15:10:22;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;sound;;;_;;309;403;sound;;J'attends l'orage;2006;Creative Commons;3 min/;Integrale;;1143;2;1
33727;08/04/14 15:10:36;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;sound;;;_;;303;384;sound;;Chefs d'oeuvre et decouvertes;2013;Droits d'auteur;120 m/;35 min;;1143;2;1
33735;08/04/14 15:10:54;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;journal;;;_;;112;524;journal;;education nationale. Journal general de l'enseignement primaire;1890;Domaine public;/;integrale;;1143;2;1
33743;08/04/14 15:11:08;addToFridge;addToFridge;114;251;114251;p3_114251;O;journalprintedCopies;;;_;;112;524;journal;printedCopies;education nationale. Journal general de l'enseignement primaire;1890;Domaine public;/;integrale;;1143;2;1
33745;08/04/14 15:11:10;feedTamago;feedTamagoGood;114;251;114251;p3_114251;O;journalprintedCopies;;;_;;112;524;journal;printedCopies;education nationale. Journal general de l'enseignement primaire;1890;Domaine public;/;integrale;;1143;2;1
33749;08/04/14 15:11:17;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;book;;;_;;46;353;book;;Silas Corey - Le reseau Aquila - Tome 1;2013;Droits d'auteur;/1 vol. (64 p.);2;;1143;2;1
33755;08/04/14 15:11:24;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;sound;;;_;;303;383;sound;;Chefs d'oeuvre et decouvertes;2013;Droits d'auteur;120 m/;15 s;;1143;2;1
33758;08/04/14 15:11:35;addToFridge;addToFridge;114;251;114251;p3_114251;O;soundprojection;;;_;;303;383;sound;projection;Chefs d'oeuvre et decouvertes;2013;Droits d'auteur;120 m/;15 s;Non couvert par l'accord;1143;2;1
33760;08/04/14 15:11:38;feedTamago;feedTamagoBad;114;251;114251;p3_114251;O;soundprojection;;;_;;303;383;sound;projection;Chefs d'oeuvre et decouvertes;2013;Droits d'auteur;120 m/;15 s;Non couvert par l'accord;1143;2;1
33770;08/04/14 15:11:58;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;journal;;;_;;12;214;journal;;Celle qui m'aime et autres nouvelles;2012;Droits d'auteur;/1 vol. (223 p.);4;;1143;2;1
33784;08/04/14 15:12:30;chat;chat;114;251;114251;p3_114251;O;;NC;desolee aussi!;NC_desolee aussi!;;;;;;;;;/;;;1143;2;1
33797;08/04/14 15:12:51;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;printedmusic;;;_;;519;871;printedmusic;;Concert italien pour le piano;1915;Droits d'auteur;/1 partition (12 p.);2;;1147;3;1
33802;08/04/14 15:13:03;addToFridge;addToFridge;114;251;114251;p3_114251;O;printedmusicprojection;;;_;;519;871;printedmusic;projection;Concert italien pour le piano;1915;Droits d'auteur;/1 partition (12 p.);2;Sous droits d'auteur;1147;3;1
33805;08/04/14 15:13:05;feedTamago;feedTamagoBad;114;251;114251;p3_114251;O;printedmusicprojection;;;_;;519;871;printedmusic;projection;Concert italien pour le piano;1915;Droits d'auteur;/1 partition (12 p.);2;Sous droits d'auteur;1147;3;1
33810;08/04/14 15:13:22;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;book;;;_;;2;140;book;;L'Illusion comique - Corneille - Livret pedagogique;2003;Droits d'auteur CFC;/1 vol. (63 p.);3;;1147;3;1
33815;08/04/14 15:13:39;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;image;;;_;;404;41;image;;Le serment des Horaces;1784-1785;Domaine Public;/;10 Images;;1147;3;1
33827;08/04/14 15:14:01;showItemCupboard;showItemCupboard;114;251;114251;p3_114251;O;journal;;;_;;117;546;journal;;Science et vie;1913;Droits d'auteur;/;8 articles;;1147;3;1
33837;08/04/14 15:14:17;addToFridge;addToFridge;114;251;114251;p3_114251;O;journalprintedCopies;;;_;;117;546;journal;printedCopies;Science et vie;1913;Droits d'auteur;/;8 articles;Sous droits d'auteur;1147;3;1
33839;08/04/14 15:14:20;feedTamago;feedTamagoBad;114;251;114251;p3_114251;O;journalprintedCopies;;;_;;117;546;journal;printedCopies;Science et vie;1913;Droits d'auteur;/;8 articles;Sous droits d'auteur;1147;3;1
