id;date;actiontype;groupid;user_id;resourcetypemou;help;resource_id
1;2000-01-01 00:00:45;fillCupboard;2;;;;
2;2000-01-01 00:01:45;helpLink;2;3;;Accès aide en ligne;
3;2000-01-01 00:01:49;tuto;2;3;;;
4;2000-01-01 00:02:00;showItemCUPBOARD;2;3;journal;;119
5;2000-01-01 00:02:42;showItemCUPBOARD;2;3;book;;43
6;2000-01-01 00:02:52;showItemCUPBOARD;2;3;journal;;113
7;2000-01-01 00:02:56;showItemCUPBOARD;2;3;book;;42
8;2000-01-01 00:02:59;showItemCUPBOARD;2;3;book;;43
9;2000-01-01 00:03:02;showItemCUPBOARD;2;4;journal;;108
10;2000-01-01 00:03:19;addToFridge;2;3;bookprintedCopies;;43
11;2000-01-01 00:03:20;showItemCUPBOARD;2;4;journal;;117
12;2000-01-01 00:03:38;chat;2;3;;;
13;2000-01-01 00:03:39;showItemFRIDGE;2;4;bookprintedCopies;;43
14;2000-01-01 00:03:45;tuto;2;3;;;
15;2000-01-01 00:04:04;feedTamagoGood;2;3;bookprintedCopies;;43
16;2000-01-01 00:04:25;chat;2;3;;;
17;2000-01-01 00:04:30;showItemCUPBOARD;2;4;journal;;108
18;2000-01-01 00:04:33;chat;2;3;;;
19;2000-01-01 00:04:37;showItemCUPBOARD;2;4;book;;34
20;2000-01-01 00:04:40;showItemCUPBOARD;2;3;book;;3
21;2000-01-01 00:04:50;addToFridge;2;3;bookoral;;3
22;2000-01-01 00:05:01;showItemCUPBOARD;2;3;book;;41
23;2000-01-01 00:05:12;feedTamagoGood;2;3;bookoral;;3
24;2000-01-01 00:05:23;showItemCUPBOARD;2;4;book;;43
25;2000-01-01 00:05:28;showItemCUPBOARD;2;4;book;;43
26;2000-01-01 00:05:34;showItemCUPBOARD;2;4;journal;;119
27;2000-01-01 00:06:32;showItemCUPBOARD;2;3;book;;41
28;2000-01-01 00:06:40;addToFridge;2;3;journalprintedCopies;;113
29;2000-01-01 00:06:42;feedTamagoGood;2;3;journalprintedCopies;;113
30;2000-01-01 00:06:53;chat;2;3;;;
