id;date;actiontype;groupid;user_id;resourcetypemou;help;resource_id
1;2000-01-01 00:01:24;fillCupboard;5;;;;
2;2000-01-01 00:01:39;tuto;5;16;;;
3;2000-01-01 00:01:51;chat;5;16;;;
4;2000-01-01 00:02:00;chat;5;17;;;
5;2000-01-01 00:02:25;tuto;5;17;;;
6;2000-01-01 00:02:37;chat;5;15;;;
7;2000-01-01 00:02:51;showItemCUPBOARD;5;17;journal;;119
9;2000-01-01 00:03:20;helpLink;5;16;;Accès aide en ligne;
10;2000-01-01 00:03:52;showItemCUPBOARD;5;16;book;;42
11;2000-01-01 00:04:03;showItemCUPBOARD;5;17;book;;19
12;2000-01-01 00:04:16;chat;5;15;;;
13;2000-01-01 00:04:32;addToFridge;5;17;bookassessments;;19
14;2000-01-01 00:04:44;showItemFRIDGE;5;16;bookassessments;;19
15;2000-01-01 00:05:02;addToFridge;5;15;journalassessments;;117
16;2000-01-01 00:05:03;showItemCUPBOARD;5;16;book;;3
17;2000-01-01 00:05:08;tuto;5;17;;;
18;2000-01-01 00:05:14;helpLink;5;17;;Accès aide en ligne;
19;2000-01-01 00:05:40;chat;5;17;;;
20;2000-01-01 00:05:45;addToFridge;5;15;journalprintedCopies;;108
21;2000-01-01 00:05:46;addToFridge;5;16;bookprintedCopies;;3
22;2000-01-01 00:05:51;showItemFRIDGE;5;15;journalassessments;;117
23;2000-01-01 00:05:56;showItemFRIDGE;5;17;bookassessments;;19
24;2000-01-01 00:06:03;showItemFRIDGE;5;15;journalassessments;;117
25;2000-01-01 00:06:06;helpLink;5;17;;Accès aide en ligne;
26;2000-01-01 00:06:10;removeFromFridge;5;15;journalassessments;;117
27;2000-01-01 00:06:11;showItemFRIDGE;5;16;journalprintedCopies;;108
28;2000-01-01 00:06:19;removeFromFridge;5;15;journalprintedCopies;;108
29;2000-01-01 00:06:30;chat;5;16;;;
30;2000-01-01 00:06:31;chat;5;17;;;
31;2000-01-01 00:06:36;showItemFRIDGE;5;16;bookassessments;;19
32;2000-01-01 00:06:52;addToFridge;5;15;journalprintedCopies;;113
34;2000-01-01 00:07:11;showItemFRIDGE;5;17;bookprintedCopies;;3
35;2000-01-01 00:07:11;chat;5;16;;;
36;2000-01-01 00:07:15;showItemFRIDGE;5;16;journalprintedCopies;;113
37;2000-01-01 00:07:23;helpLink;5;16;;Accès aide en ligne;
38;2000-01-01 00:07:28;helpLink;5;15;;Accès aide en ligne;
39;2000-01-01 00:07:31;chat;5;17;;;
40;2000-01-01 00:07:37;chat;5;17;;;
42;2000-01-01 00:07:41;showItemFRIDGE;5;17;bookprintedCopies;;3
44;2000-01-01 00:08:24;chat;5;17;;;
45;2000-01-01 00:08:28;showItemFRIDGE;5;17;bookprintedCopies;;3
46;2000-01-01 00:08:28;chat;5;16;;;
47;2000-01-01 00:08:33;feedTamagoGood;5;16;bookprintedCopies;;3
49;2000-01-01 00:08:49;showItemCUPBOARD;5;16;book;;34
50;2000-01-01 00:08:53;addToFridge;5;15;bookprintedCopies;;3
51;2000-01-01 00:08:56;chat;5;17;;;
52;2000-01-01 00:08:59;showItemFRIDGE;5;17;bookprintedCopies;;3
53;2000-01-01 00:09:05;showItemFRIDGE;5;17;bookprintedCopies;;3
54;2000-01-01 00:09:10;showItemCUPBOARD;5;16;book;;48
56;2000-01-01 00:09:17;showItemCUPBOARD;5;16;book;;43
57;2000-01-01 00:09:24;showItemFRIDGE;5;17;bookprintedCopies;;3
58;2000-01-01 00:09:28;addToFridge;5;16;bookprintedCopies;;43
59;2000-01-01 00:09:32;chat;5;17;;;
60;2000-01-01 00:09:35;chat;5;16;;;
61;2000-01-01 00:09:38;showItemFRIDGE;5;16;bookprintedCopies;;3
62;2000-01-01 00:09:42;showItemFRIDGE;5;15;bookprintedCopies;;3
63;2000-01-01 00:09:54;chat;5;16;;;
64;2000-01-01 00:09:59;showItemFRIDGE;5;17;bookprintedCopies;;3
65;2000-01-01 00:10:08;showItemCUPBOARD;5;16;book;;43
66;2000-01-01 00:10:11;chat;5;15;;;
67;2000-01-01 00:10:15;showItemFRIDGE;5;15;bookprintedCopies;;3
68;2000-01-01 00:10:17;addToFridge;5;16;bookprintedCopies;;43
69;2000-01-01 00:10:19;showItemFRIDGE;5;16;bookprintedCopies;;43
70;2000-01-01 00:10:28;chat;5;15;;;
71;2000-01-01 00:10:31;helpLink;5;15;;Accès aide en ligne;
72;2000-01-01 00:10:38;chat;5;16;;;
73;2000-01-01 00:10:44;chat;5;16;;;
74;2000-01-01 00:10:46;feedTamagoGood;5;15;bookprintedCopies;;3
75;2000-01-01 00:10:54;chat;5;17;;;
76;2000-01-01 00:10:57;feedTamagoGood;5;16;bookprintedCopies;;43
77;2000-01-01 00:10:57;chat;5;17;;;
78;2000-01-01 00:10:59;feedTamagoGood;5;16;bookprintedCopies;;43
79;2000-01-01 00:11:05;showItemFRIDGE;5;17;bookassessments;;19
80;2000-01-01 00:11:22;showItemCUPBOARD;5;16;journal;;119
81;2000-01-01 00:11:31;helpLink;5;16;;Accès aide en ligne;
82;2000-01-01 00:11:38;HelpLink;5;16;;"Centre Français d'exploitation du droit de Copie (";
83;2000-01-01 00:11:44;showItemFRIDGE;5;17;bookassessments;;19
84;2000-01-01 00:12:16;addToFridge;5;17;journaloral;;117
85;2000-01-01 00:12:21;showItemFRIDGE;5;17;bookassessments;;19
86;2000-01-01 00:12:34;helpLink;5;17;;Accès aide en ligne;
87;2000-01-01 00:12:42;showItemFRIDGE;5;17;journaloral;;117
88;2000-01-01 00:12:49;showItemFRIDGE;5;15;journalprintedCopies;;113
89;2000-01-01 00:13:00;addToFridge;5;17;journalprojection;;111
90;2000-01-01 00:13:02;showItemFRIDGE;5;17;journalprintedCopies;;113
91;2000-01-01 00:13:08;showItemFRIDGE;5;17;journalprintedCopies;;113
92;2000-01-01 00:13:17;chat;5;15;;;
93;2000-01-01 00:13:19;showItemFRIDGE;5;15;journalprintedCopies;;113
94;2000-01-01 00:13:26;showItemFRIDGE;5;16;journalprintedCopies;;113
95;2000-01-01 00:13:28;chat;5;17;;;
96;2000-01-01 00:13:33;showItemFRIDGE;5;17;bookassessments;;19
98;2000-01-01 00:13:54;showItemFRIDGE;5;17;bookassessments;;19
99;2000-01-01 00:13:58;showItemFRIDGE;5;17;journaloral;;117
100;2000-01-01 00:14:16;chat;5;17;;;
101;2000-01-01 00:14:26;feedTamagoGood;5;17;journaloral;;117
102;2000-01-01 00:14:27;fillCupboard;5;;;;
103;2000-01-01 00:14:43;chat;5;16;;;
104;2000-01-01 00:14:45;showItemCUPBOARD;5;15;sound;;313
105;2000-01-01 00:14:47;showItemCUPBOARD;5;16;sound;;309
106;2000-01-01 00:14:55;showItemCUPBOARD;5;16;sound;;313
107;2000-01-01 00:14:58;showItemCUPBOARD;5;15;sound;;303
108;2000-01-01 00:14:58;chat;5;17;;;
109;2000-01-01 00:15:02;showItemCUPBOARD;5;15;sound;;309
110;2000-01-01 00:15:05;showItemCUPBOARD;5;16;sound;;303
111;2000-01-01 00:15:09;showItemCUPBOARD;5;15;sound;;301
112;2000-01-01 00:15:17;addToFridge;5;17;sounddigitalMedia;;313
113;2000-01-01 00:15:24;addToFridge;5;15;bookprintedCopies;;1
114;2000-01-01 00:15:25;showItemCUPBOARD;5;16;book;;47
115;2000-01-01 00:15:25;showItemFRIDGE;5;15;bookprintedCopies;;1
116;2000-01-01 00:15:27;showItemFRIDGE;5;17;bookprintedCopies;;1
117;2000-01-01 00:15:37;removeFromFridge;5;15;bookprintedCopies;;1
118;2000-01-01 00:15:42;showItemCUPBOARD;5;15;book;;47
119;2000-01-01 00:15:46;addToFridge;5;16;bookprojection;;47
120;2000-01-01 00:16:08;chat;5;16;;;
121;2000-01-01 00:16:15;showItemCUPBOARD;5;16;sound;;309
123;2000-01-01 00:16:21;chat;5;17;;;
124;2000-01-01 00:16:25;showItemCUPBOARD;5;16;journal;;112
125;2000-01-01 00:16:28;showItemFRIDGE;5;17;bookprojection;;47
126;2000-01-01 00:16:29;showItemCUPBOARD;5;15;book;;1
127;2000-01-01 00:16:32;addToFridge;5;16;journalprintedCopies;;112
129;2000-01-01 00:16:36;showItemCUPBOARD;5;15;book;;1
130;2000-01-01 00:16:39;showItemFRIDGE;5;17;sounddigitalMedia;;313
131;2000-01-01 00:16:48;showItemCUPBOARD;5;15;journal;;105
